id,session_id,group_id,group_name,event_type,payload_json,created_at
a00038032-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000003-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 2, ""action"": ""scaffold""}",2024-01-15T09:22:12+00:00
a00038033-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000003-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 3, ""action"": ""scaffold""}",2024-01-15T09:22:52+00:00
a00038034-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000003-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 4, ""action"": ""scaffold""}",2024-01-15T09:23:32+00:00
a00038035-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000003-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 0, ""action"": ""scaffold""}",2024-01-15T09:24:12+00:00
a00038036-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000003-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 1, ""action"": ""scaffold""}",2024-01-15T09:24:52+00:00
a00038037-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000003-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 2, ""action"": ""scaffold""}",2024-01-15T09:25:32+00:00
a00038038-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000003-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 3, ""action"": ""scaffold""}",2024-01-15T09:26:12+00:00
a00038039-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000003-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 4, ""action"": ""scaffold""}",2024-01-15T09:26:52+00:00
a00038040-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000003-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 0, ""action"": ""scaffold""}",2024-01-15T09:27:32+00:00
a00038041-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000003-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 1, ""action"": ""scaffold""}",2024-01-15T09:28:12+00:00
a00038042-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000003-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 2, ""action"": ""scaffold""}",2024-01-15T09:28:52+00:00
a00038043-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000003-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 3, ""action"": ""scaffold""}",2024-01-15T09:29:32+00:00
a00038044-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000003-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 4, ""action"": ""scaffold""}",2024-01-15T09:30:12+00:00
a00038045-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000003-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 0, ""action"": ""scaffold""}",2024-01-15T09:30:52+00:00
a00038046-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000003-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 1, ""action"": ""scaffold""}",2024-01-15T09:31:32+00:00
a00038047-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000003-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 2, ""action"": ""scaffold""}",2024-01-15T09:32:12+00:00
a00038048-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000003-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 3, ""action"": ""scaffold""}",2024-01-15T09:32:52+00:00
a00039000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000003-0000-4000-8000-000000000000,,agent.student_question,"{""stage"": 0}",2024-01-15T09:06:44+00:00
a00039001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000003-0000-4000-8000-000000000000,,agent.student_question,"{""stage"": 1}",2024-01-15T09:08:44+00:00
a00040000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,Team 4,agent.help_click,"{""help_count"": 1}",2024-01-15T09:08:11.090000+00:00
a00040001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,Team 4,agent.help_click,"{""help_count"": 2}",2024-01-15T09:08:51.090000+00:00
a00040002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,Team 4,agent.help_click,"{""help_count"": 3}",2024-01-15T09:09:31.090000+00:00
a00040003-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,Team 4,agent.help_click,"{""help_count"": 4}",2024-01-15T09:10:11.090000+00:00
a00040004-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,Team 4,agent.help_click,"{""help_count"": 5}",2024-01-15T09:10:51.090000+00:00
a00042000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,Team 4,quiz.wrong_answer,"{""item"": 0, ""is_correct"": false}",2024-01-15T09:08:27.090000+00:00
a00042001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,Team 4,quiz.wrong_answer,"{""item"": 1, ""is_correct"": false}",2024-01-15T09:10:02.090000+00:00
a00044000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,Team 4,agent.idle_trigger,"{""stage"": 0}",2024-01-15T09:08:05.090000+00:00
a00044001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,Team 4,agent.idle_trigger,"{""stage"": 1}",2024-01-15T09:09:15.090000+00:00
a00044002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,Team 4,agent.idle_trigger,"{""stage"": 2}",2024-01-15T09:10:25.090000+00:00
a00044003-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,Team 4,agent.idle_trigger,"{""stage"": 3}",2024-01-15T09:11:35.090000+00:00
a00044004-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,Team 4,agent.idle_trigger,"{""stage"": 4}",2024-01-15T09:12:45.090000+00:00
a00044005-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,Team 4,agent.idle_trigger,"{""stage"": 0}",2024-01-15T09:13:55.090000+00:00
a00044006-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,Team 4,agent.idle_trigger,"{""stage"": 1}",2024-01-15T09:15:05.090000+00:00
a00044007-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,Team 4,agent.idle_trigger,"{""stage"": 2}",2024-01-15T09:16:15.090000+00:00
a00046000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,Team 4,stage.submission_save,"{""stage_key"": ""warmup"", ""is_completed"": true, ""completion_rate"": 0.709}",2024-01-15T09:08:02.090000+00:00
a00046001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,Team 4,stage.submission_save,"{""stage_key"": ""observe"", ""is_completed"": true, ""completion_rate"": 0.6496}",2024-01-15T09:11:02.090000+00:00
a00046002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,Team 4,stage.submission_save,"{""stage_key"": ""predict"", ""is_completed"": true, ""completion_rate"": 0.9613}",2024-01-15T09:14:02.090000+00:00
a00046003-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,Team 4,stage.submission_save,"{""stage_key"": ""test"", ""is_completed"": true, ""completion_rate"": 0.9171}",2024-01-15T09:17:02.090000+00:00
a00046004-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,Team 4,stage.submission_save,"{""stage_key"": ""review"", ""is_completed"": true, ""completion_rate"": 0.7031}",2024-01-15T09:20:02.090000+00:00
a00048000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 0, ""action"": ""scaffold""}",2024-01-15T09:08:06+00:00
a00048001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 1, ""action"": ""scaffold""}",2024-01-15T09:08:12+00:00
a00048002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 2, ""action"": ""scaffold""}",2024-01-15T09:08:52+00:00
a00048003-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 3, ""action"": ""scaffold""}",2024-01-15T09:09:16+00:00
a00048004-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 4, ""action"": ""scaffold""}",2024-01-15T09:09:32+00:00
a00048005-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 0, ""action"": ""scaffold""}",2024-01-15T09:10:12+00:00
a00048006-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 1, ""action"": ""scaffold""}",2024-01-15T09:10:26+00:00
a00048007-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 2, ""action"": ""scaffold""}",2024-01-15T09:10:52+00:00
a00048008-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 3, ""action"": ""scaffold""}",2024-01-15T09:11:36+00:00
a00048009-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 4, ""action"": ""scaffold""}",2024-01-15T09:12:46+00:00
a00048010-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 0, ""action"": ""scaffold""}",2024-01-15T09:13:56+00:00
a00048011-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 1, ""action"": ""scaffold""}",2024-01-15T09:15:06+00:00
a00048012-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 2, ""action"": ""scaffold""}",2024-01-15T09:16:16+00:00
a00049000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000004-0000-4000-8000-000000000000,,agent.student_question,"{""stage"": 0}",2024-01-15T09:08:44+00:00
a00050000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,Team 5,agent.help_click,"{""help_count"": 1}",2024-01-15T09:10:11.090000+00:00
a00050001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,Team 5,agent.help_click,"{""help_count"": 2}",2024-01-15T09:10:51.090000+00:00
a00050002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,Team 5,agent.help_click,"{""help_count"": 3}",2024-01-15T09:11:31.090000+00:00
a00050003-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,Team 5,agent.help_click,"{""help_count"": 4}",2024-01-15T09:12:11.090000+00:00
a00050004-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,Team 5,agent.help_click,"{""help_count"": 5}",2024-01-15T09:12:51.090000+00:00
a00052000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,Team 5,quiz.wrong_answer,"{""item"": 0, ""is_correct"": false}",2024-01-15T09:10:27.090000+00:00
a00052001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,Team 5,quiz.wrong_answer,"{""item"": 1, ""is_correct"": false}",2024-01-15T09:12:02.090000+00:00
a00052002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,Team 5,quiz.wrong_answer,"{""item"": 2, ""is_correct"": false}",2024-01-15T09:13:37.090000+00:00
a00054000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,Team 5,agent.idle_trigger,"{""stage"": 0}",2024-01-15T09:10:05.090000+00:00
a00054001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,Team 5,agent.idle_trigger,"{""stage"": 1}",2024-01-15T09:11:15.090000+00:00
a00054002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,Team 5,agent.idle_trigger,"{""stage"": 2}",2024-01-15T09:12:25.090000+00:00
a00054003-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,Team 5,agent.idle_trigger,"{""stage"": 3}",2024-01-15T09:13:35.090000+00:00
a00054004-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,Team 5,agent.idle_trigger,"{""stage"": 4}",2024-01-15T09:14:45.090000+00:00
a00054005-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,Team 5,agent.idle_trigger,"{""stage"": 0}",2024-01-15T09:15:55.090000+00:00
a00056000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,Team 5,stage.submission_save,"{""stage_key"": ""warmup"", ""is_completed"": true, ""completion_rate"": 0.5664}",2024-01-15T09:10:02.090000+00:00
a00056001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,Team 5,stage.submission_save,"{""stage_key"": ""observe"", ""is_completed"": true, ""completion_rate"": 0.7232}",2024-01-15T09:13:02.090000+00:00
a00056002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,Team 5,stage.submission_save,"{""stage_key"": ""predict"", ""is_completed"": true, ""completion_rate"": 0.6139}",2024-01-15T09:16:02.090000+00:00
a00056003-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,Team 5,stage.submission_save,"{""stage_key"": ""test"", ""is_completed"": true, ""completion_rate"": 0.7094}",2024-01-15T09:19:02.090000+00:00
a00058000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 0, ""action"": ""scaffold""}",2024-01-15T09:10:06+00:00
a00058001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 1, ""action"": ""scaffold""}",2024-01-15T09:10:12+00:00
a00058002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 2, ""action"": ""scaffold""}",2024-01-15T09:10:52+00:00
a00058003-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 3, ""action"": ""scaffold""}",2024-01-15T09:11:16+00:00
a00058004-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 4, ""action"": ""scaffold""}",2024-01-15T09:11:32+00:00
a00058005-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 0, ""action"": ""scaffold""}",2024-01-15T09:12:12+00:00
a00058006-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 1, ""action"": ""scaffold""}",2024-01-15T09:12:26+00:00
a00058007-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 2, ""action"": ""scaffold""}",2024-01-15T09:12:52+00:00
a00058008-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 3, ""action"": ""scaffold""}",2024-01-15T09:13:36+00:00
a00058009-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 4, ""action"": ""scaffold""}",2024-01-15T09:14:46+00:00
a00058010-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 0, ""action"": ""scaffold""}",2024-01-15T09:15:56+00:00
a00059000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,,agent.student_question,"{""stage"": 0}",2024-01-15T09:10:44+00:00
a00059001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,,agent.student_question,"{""stage"": 1}",2024-01-15T09:12:44+00:00
a00060000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000006-0000-4000-8000-000000000000,Team 6,agent.help_click,"{""help_count"": 1}",2024-01-15T09:12:11.090000+00:00
a00060001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000006-0000-4000-8000-000000000000,Team 6,agent.help_click,"{""help_count"": 2}",2024-01-15T09:12:51.090000+00:00
a00060002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000006-0000-4000-8000-000000000000,Team 6,agent.help_click,"{""help_count"": 3}",2024-01-15T09:13:31.090000+00:00
a00064000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000006-0000-4000-8000-000000000000,Team 6,agent.idle_trigger,"{""stage"": 0}",2024-01-15T09:12:05.090000+00:00
a00064001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000006-0000-4000-8000-000000000000,Team 6,agent.idle_trigger,"{""stage"": 1}",2024-01-15T09:13:15.090000+00:00
a00064002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000006-0000-4000-8000-000000000000,Team 6,agent.idle_trigger,"{""stage"": 2}",2024-01-15T09:14:25.090000+00:00
a00066000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000006-0000-4000-8000-000000000000,Team 6,stage.submission_save,"{""stage_key"": ""warmup"", ""is_completed"": true, ""completion_rate"": 0.6327}",2024-01-15T09:12:02.090000+00:00
a00066001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000006-0000-4000-8000-000000000000,Team 6,stage.submission_save,"{""stage_key"": ""observe"", ""is_completed"": true, ""completion_rate"": 0.6748}",2024-01-15T09:15:02.090000+00:00
a00066002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000006-0000-4000-8000-000000000000,Team 6,stage.submission_save,"{""stage_key"": ""predict"", ""is_completed"": true, ""completion_rate"": 0.8732}",2024-01-15T09:18:02.090000+00:00
a00066003-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000006-0000-4000-8000-000000000000,Team 6,stage.submission_save,"{""stage_key"": ""test"", ""is_completed"": true, ""completion_rate"": 0.9627}",2024-01-15T09:21:02.090000+00:00
a00066004-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000006-0000-4000-8000-000000000000,Team 6,stage.submission_save,"{""stage_key"": ""review"", ""is_completed"": true, ""completion_rate"": 0.7403}",2024-01-15T09:24:02.090000+00:00
a00068000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000006-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 0, ""action"": ""scaffold""}",2024-01-15T09:12:06+00:00
a00068001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000006-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 1, ""action"": ""scaffold""}",2024-01-15T09:12:12+00:00
a00068002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000006-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 2, ""action"": ""scaffold""}",2024-01-15T09:12:52+00:00
a00068003-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000006-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 3, ""action"": ""scaffold""}",2024-01-15T09:13:16+00:00
a00068004-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000006-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 4, ""action"": ""scaffold""}",2024-01-15T09:13:32+00:00
a00068005-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000006-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 0, ""action"": ""scaffold""}",2024-01-15T09:14:26+00:00
a00069000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000006-0000-4000-8000-000000000000,,agent.student_question,"{""stage"": 0}",2024-01-15T09:12:44+00:00
a00070000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,Team 7,agent.help_click,"{""help_count"": 1}",2024-01-15T09:14:11.090000+00:00
a00070001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,Team 7,agent.help_click,"{""help_count"": 2}",2024-01-15T09:14:51.090000+00:00
a00070002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,Team 7,agent.help_click,"{""help_count"": 3}",2024-01-15T09:15:31.090000+00:00
a00070003-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,Team 7,agent.help_click,"{""help_count"": 4}",2024-01-15T09:16:11.090000+00:00
a00072000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,Team 7,quiz.wrong_answer,"{""item"": 0, ""is_correct"": false}",2024-01-15T09:14:27.090000+00:00
a00074000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,Team 7,agent.idle_trigger,"{""stage"": 0}",2024-01-15T09:14:05.090000+00:00
a00074001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,Team 7,agent.idle_trigger,"{""stage"": 1}",2024-01-15T09:15:15.090000+00:00
a00074002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,Team 7,agent.idle_trigger,"{""stage"": 2}",2024-01-15T09:16:25.090000+00:00
a00074003-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,Team 7,agent.idle_trigger,"{""stage"": 3}",2024-01-15T09:17:35.090000+00:00
a00074004-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,Team 7,agent.idle_trigger,"{""stage"": 4}",2024-01-15T09:18:45.090000+00:00
a00074005-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,Team 7,agent.idle_trigger,"{""stage"": 0}",2024-01-15T09:19:55.090000+00:00
a00076000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,Team 7,stage.submission_save,"{""stage_key"": ""warmup"", ""is_completed"": true, ""completion_rate"": 0.9206}",2024-01-15T09:14:02.090000+00:00
a00076001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,Team 7,stage.submission_save,"{""stage_key"": ""observe"", ""is_completed"": true, ""completion_rate"": 0.7135}",2024-01-15T09:17:02.090000+00:00
a00076002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,Team 7,stage.submission_save,"{""stage_key"": ""predict"", ""is_completed"": true, ""completion_rate"": 0.77}",2024-01-15T09:20:02.090000+00:00
a00076003-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,Team 7,stage.submission_save,"{""stage_key"": ""test"", ""is_completed"": true, ""completion_rate"": 0.8072}",2024-01-15T09:23:02.090000+00:00
a00076004-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,Team 7,stage.submission_save,"{""stage_key"": ""review"", ""is_completed"": true, ""completion_rate"": 0.943}",2024-01-15T09:26:02.090000+00:00
a00078000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 0, ""action"": ""scaffold""}",2024-01-15T09:14:06+00:00
a00078001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 1, ""action"": ""scaffold""}",2024-01-15T09:14:12+00:00
a00078002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 2, ""action"": ""scaffold""}",2024-01-15T09:14:52+00:00
a00078003-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 3, ""action"": ""scaffold""}",2024-01-15T09:15:16+00:00
a00078004-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 4, ""action"": ""scaffold""}",2024-01-15T09:15:32+00:00
a00078005-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 0, ""action"": ""scaffold""}",2024-01-15T09:16:12+00:00
a00078006-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 1, ""action"": ""scaffold""}",2024-01-15T09:16:26+00:00
a00078007-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 2, ""action"": ""scaffold""}",2024-01-15T09:17:36+00:00
a00078008-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 3, ""action"": ""scaffold""}",2024-01-15T09:18:46+00:00
a00078009-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,,agent.decision,"{""stage"": 4, ""action"": ""scaffold""}",2024-01-15T09:19:56+00:00
a00079000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,,agent.student_question,"{""stage"": 0}",2024-01-15T09:14:44+00:00
