id,session_id,group_id,stage,action,trigger_source,message,hint,scaffolds,metrics_snapshot_json,form_snapshot_json,created_at
d00050010-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000005-0000-4000-8000-000000000000,0,scaffold,idle,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 5, ""coreFilled"": 2, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:15:56+00:00
d00060000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000006-0000-4000-8000-000000000000,0,probe,idle,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 0, ""coreFilled"": 0, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:12:06+00:00
d00060001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000006-0000-4000-8000-000000000000,1,scaffold,help_click,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 1, ""coreFilled"": 1, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:12:12+00:00
d00060002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000006-0000-4000-8000-000000000000,2,scaffold,help_click,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 2, ""coreFilled"": 2, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:12:52+00:00
d00060003-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000006-0000-4000-8000-000000000000,3,probe,idle,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 2, ""coreFilled"": 3, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:13:16+00:00
d00060004-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000006-0000-4000-8000-000000000000,4,scaffold,help_click,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 3, ""coreFilled"": 0, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:13:32+00:00
d00060005-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000006-0000-4000-8000-000000000000,0,scaffold,idle,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 3, ""coreFilled"": 1, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:14:26+00:00
d00070000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,0,probe,idle,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 0, ""coreFilled"": 0, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:14:06+00:00
d00070001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,1,scaffold,help_click,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 1, ""coreFilled"": 1, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:14:12+00:00
d00070002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,2,scaffold,help_click,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 2, ""coreFilled"": 2, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:14:52+00:00
d00070003-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,3,probe,idle,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 2, ""coreFilled"": 3, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:15:16+00:00
d00070004-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,4,scaffold,help_click,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 3, ""coreFilled"": 0, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:15:32+00:00
d00070005-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,0,scaffold,help_click,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 4, ""coreFilled"": 1, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:16:12+00:00
d00070006-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,1,probe,idle,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 4, ""coreFilled"": 2, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:16:26+00:00
d00070007-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,2,scaffold,idle,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 4, ""coreFilled"": 3, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:17:36+00:00
d00070008-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,3,scaffold,idle,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 4, ""coreFilled"": 0, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:18:46+00:00
d00070009-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000007-0000-4000-8000-000000000000,4,probe,idle,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 4, ""coreFilled"": 1, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:19:56+00:00
d00080000-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,0,probe,idle,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 0, ""coreFilled"": 0, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:16:06+00:00
d00080001-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,1,scaffold,help_click,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 1, ""coreFilled"": 1, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:16:12+00:00
d00080002-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,2,scaffold,help_click,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 2, ""coreFilled"": 2, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:16:52+00:00
d00080003-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,3,probe,idle,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 2, ""coreFilled"": 3, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:17:16+00:00
d00080004-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,4,scaffold,help_click,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 3, ""coreFilled"": 0, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:17:32+00:00
d00080005-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,0,scaffold,help_click,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 4, ""coreFilled"": 1, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:18:12+00:00
d00080006-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,1,probe,idle,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 4, ""coreFilled"": 2, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:18:26+00:00
d00080007-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,2,scaffold,help_click,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 5, ""coreFilled"": 3, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:18:52+00:00
d00080008-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,3,scaffold,idle,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 5, ""coreFilled"": 0, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:19:36+00:00
d00080009-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,4,probe,idle,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 5, ""coreFilled"": 1, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:20:46+00:00
d00080010-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,0,scaffold,idle,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 5, ""coreFilled"": 2, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:21:56+00:00
d00080011-0000-4000-8000-000000000000,s0000000-0000-4000-8000-000000000001,g00000008-0000-4000-8000-000000000000,1,scaffold,idle,synthetic placeholder,synthetic placeholder,[],"{""helpClicks"": 5, ""coreFilled"": 3, ""coreTotal"": 4}","{""note"": ""synthetic placeholder""}",2024-01-15T09:23:06+00:00
